fecha_compra,albaran_id,linea_id,producto_canonico,terminal_canonico,proveedor_canonico,litros,precio_unitario,importe_total,coste_min_dia_proveedor,rank_coste_dia_producto,terminales_cubiertos,feature_oferta_disponible,dia_semana,mes,fin_mes,blocked_by_rule,block_reason,proveedor_elegido,source_file,source_transform_run_id,marts_run_id,marts_ts_utc
2021-05-11,ALBARAN_5AFB9F3EAC10,LINE_07771A799E32,PRODUCT_002,TERMINAL_001,SUPPLIER_013,4999,0.763,3889.22,770.85,4.0,4.0,1,3,5,0,0,,SUPPLIER_013,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2021-05-11,ALBARAN_5AFB9F3EAC10,LINE_4B983CB16D58,PRODUCT_003,TERMINAL_001,SUPPLIER_013,12999,0.45,6044.54,457.69,3.0,4.0,1,3,5,0,0,,SUPPLIER_013,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2021-05-11,ALBARAN_5AFB9F3EAC10,LINE_ECBE43367EA4,PRODUCT_003,TERMINAL_001,SUPPLIER_013,4002,0.45,1860.93,457.69,3.0,4.0,1,3,5,0,0,,SUPPLIER_013,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2022-02-12,ALBARAN_5AFB9F3EAC10,LINE_0CBDAF1D1C30,PRODUCT_002,TERMINAL_002,SUPPLIER_050,9999,0.80111,8070.29,795.092,1.0,3.0,1,0,2,0,0,,SUPPLIER_050,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2022-02-12,ALBARAN_5AFB9F3EAC10,LINE_07771A799E32,PRODUCT_002,TERMINAL_002,SUPPLIER_050,5000,0.80111,4035.55,795.092,1.0,3.0,1,0,2,0,0,,SUPPLIER_050,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2022-02-12,ALBARAN_5AFB9F3EAC10,LINE_4B983CB16D58,PRODUCT_003,TERMINAL_002,SUPPLIER_050,9999,0.49893,5048.8,492.548,1.0,3.0,1,0,2,0,0,,SUPPLIER_050,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2022-02-12,ALBARAN_5AFB9F3EAC10,LINE_ECBE43367EA4,PRODUCT_001,TERMINAL_002,SUPPLIER_050,3996,0.88877,3575.5,881.993,1.0,3.0,1,0,2,0,0,,SUPPLIER_050,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2023-02-18,ALBARAN_5AFB9F3EAC10,LINE_0CBDAF1D1C30,PRODUCT_002,TERMINAL_001,SUPPLIER_009,1999,0.87197,1773.0500000000002,881.97,3.0,4.0,1,0,2,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2023-02-18,ALBARAN_5AFB9F3EAC10,LINE_07771A799E32,PRODUCT_002,TERMINAL_001,SUPPLIER_009,4999,0.87197,4433.96,881.97,3.0,4.0,1,0,2,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2024-03-02,ALBARAN_5AFB9F3EAC10,LINE_0CBDAF1D1C30,PRODUCT_003,TERMINAL_001,SUPPLIER_009,9997,0.47041,4852.64,470.63,3.0,5.0,1,0,3,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2024-03-02,ALBARAN_5AFB9F3EAC10,LINE_07771A799E32,PRODUCT_003,TERMINAL_001,SUPPLIER_009,6899,0.47041,3348.84,470.63,3.0,5.0,1,0,3,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2024-03-02,ALBARAN_5AFB9F3EAC10,LINE_4B983CB16D58,PRODUCT_003,TERMINAL_001,SUPPLIER_009,9998,0.47041,4853.13,470.63,3.0,5.0,1,0,3,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2024-03-02,ALBARAN_5AFB9F3EAC10,LINE_ECBE43367EA4,PRODUCT_003,TERMINAL_001,SUPPLIER_009,6078,0.47041,2950.32,470.63,3.0,5.0,1,0,3,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2025-03-03,ALBARAN_5AFB9F3EAC10,LINE_0CBDAF1D1C30,PRODUCT_002,TERMINAL_002,SUPPLIER_010,10001,0.77083,7759.08,768.9300000000001,1.0,1.0,1,2,3,0,0,,SUPPLIER_010,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2025-03-03,ALBARAN_5AFB9F3EAC10,LINE_07771A799E32,PRODUCT_002,TERMINAL_002,SUPPLIER_010,5005,0.77083,3883.03,768.9300000000001,1.0,1.0,1,2,3,0,0,,SUPPLIER_010,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2025-03-03,ALBARAN_5AFB9F3EAC10,LINE_4B983CB16D58,PRODUCT_002,TERMINAL_002,SUPPLIER_010,3002,0.77083,2329.04,768.9300000000001,1.0,1.0,1,2,3,0,0,,SUPPLIER_010,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2025-03-03,ALBARAN_5AFB9F3EAC10,LINE_ECBE43367EA4,PRODUCT_002,TERMINAL_002,SUPPLIER_010,4996,0.77083,3876.05,768.9300000000001,1.0,1.0,1,2,3,0,0,,SUPPLIER_010,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2025-03-03,ALBARAN_5AFB9F3EAC10,LINE_06CBC590750C,PRODUCT_002,TERMINAL_002,SUPPLIER_010,9996,0.77083,7755.200000000001,768.9300000000001,1.0,1.0,1,2,3,0,0,,SUPPLIER_010,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2026-03-02,ALBARAN_5AFB9F3EAC10,LINE_0CBDAF1D1C30,PRODUCT_002,TERMINAL_001,SUPPLIER_050,9000,1.13079,10312.11,1193.58,1.0,3.0,1,2,3,0,0,,SUPPLIER_050,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2026-03-02,ALBARAN_5AFB9F3EAC10,LINE_07771A799E32,PRODUCT_003,TERMINAL_001,SUPPLIER_050,4999,0.79034,4025.89,854.468,1.0,3.0,1,2,3,0,0,,SUPPLIER_050,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2026-03-02,ALBARAN_5AFB9F3EAC10,LINE_4B983CB16D58,PRODUCT_003,TERMINAL_001,SUPPLIER_050,13000,0.79034,10469.42,854.468,1.0,3.0,1,2,3,0,0,,SUPPLIER_050,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2026-03-02,ALBARAN_5AFB9F3EAC10,LINE_ECBE43367EA4,PRODUCT_003,TERMINAL_001,SUPPLIER_050,5000,0.79034,4026.7,854.468,1.0,3.0,1,2,3,0,0,,SUPPLIER_050,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2027-03-01,ALBARAN_5AFB9F3EAC10,LINE_0CBDAF1D1C30,PRODUCT_003,TERMINAL_001,SUPPLIER_050,4999,0.871962,4458.92,879.03,1.0,3.0,1,2,3,0,0,,SUPPLIER_050,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2027-03-01,ALBARAN_5AFB9F3EAC10,LINE_07771A799E32,PRODUCT_003,TERMINAL_001,SUPPLIER_050,12002,0.871962,10705.33,879.03,1.0,3.0,1,2,3,0,0,,SUPPLIER_050,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2028-02-15,ALBARAN_5AFB9F3EAC10,LINE_0CBDAF1D1C30,PRODUCT_003,TERMINAL_001,SUPPLIER_009,6001,0.85796,5268.64,847.36,1.0,2.0,1,3,2,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2028-02-15,ALBARAN_5AFB9F3EAC10,LINE_07771A799E32,PRODUCT_003,TERMINAL_001,SUPPLIER_009,9998,0.85796,8777.84,847.36,1.0,2.0,1,3,2,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2028-02-15,ALBARAN_5AFB9F3EAC10,LINE_4B983CB16D58,PRODUCT_003,TERMINAL_001,SUPPLIER_009,5999,0.85796,5266.88,847.36,1.0,2.0,1,3,2,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2029-03-07,ALBARAN_5AFB9F3EAC10,LINE_0CBDAF1D1C30,PRODUCT_002,TERMINAL_001,SUPPLIER_009,9999,1.00087,10207.68,,,,0,4,3,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2029-03-07,ALBARAN_5AFB9F3EAC10,LINE_07771A799E32,PRODUCT_003,TERMINAL_001,SUPPLIER_009,4001,0.69596,2864.56,,,,0,4,3,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2029-03-07,ALBARAN_5AFB9F3EAC10,LINE_4B983CB16D58,PRODUCT_003,TERMINAL_001,SUPPLIER_009,13002,0.69596,9308.91,,,,0,4,3,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2029-03-07,ALBARAN_5AFB9F3EAC10,LINE_ECBE43367EA4,PRODUCT_003,TERMINAL_001,SUPPLIER_009,4997,0.69596,3577.65,,,,0,4,3,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2021-05-11,ALBARAN_A88598DBAB5F,LINE_0CBDAF1D1C30,PRODUCT_002,TERMINAL_002,SUPPLIER_003,5002,0.761,3836.53,769.34,2.0,4.0,1,3,5,0,0,,SUPPLIER_003,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2021-05-11,ALBARAN_A88598DBAB5F,LINE_07771A799E32,PRODUCT_002,TERMINAL_002,SUPPLIER_003,10000,0.761,7670.0,769.34,2.0,4.0,1,3,5,0,0,,SUPPLIER_003,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2021-05-11,ALBARAN_A88598DBAB5F,LINE_4B983CB16D58,PRODUCT_003,TERMINAL_002,SUPPLIER_003,3300,0.448,1531.2,458.34,4.0,4.0,1,3,5,0,0,,SUPPLIER_003,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2022-02-12,ALBARAN_A88598DBAB5F,LINE_0CBDAF1D1C30,PRODUCT_002,TERMINAL_002,SUPPLIER_009,3000,0.84462,2551.86,810.59,5.0,4.0,1,0,2,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2023-02-19,ALBARAN_A88598DBAB5F,LINE_0CBDAF1D1C30,PRODUCT_002,TERMINAL_002,SUPPLIER_009,9998,0.88097,8867.93,878.87,2.0,4.0,1,1,2,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2023-02-19,ALBARAN_A88598DBAB5F,LINE_07771A799E32,PRODUCT_002,TERMINAL_002,SUPPLIER_009,3999,0.88097,3546.99,878.87,2.0,4.0,1,1,2,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2023-02-19,ALBARAN_A88598DBAB5F,LINE_4B983CB16D58,PRODUCT_001,TERMINAL_002,SUPPLIER_009,4005,0.90937,3666.06,910.02,10.0,4.0,1,1,2,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2023-02-19,ALBARAN_A88598DBAB5F,LINE_ECBE43367EA4,PRODUCT_002,TERMINAL_002,SUPPLIER_009,11999,0.88097,10642.75,878.87,2.0,4.0,1,1,2,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2024-03-02,ALBARAN_A88598DBAB5F,LINE_0CBDAF1D1C30,PRODUCT_002,TERMINAL_002,SUPPLIER_050,9997,0.783793,7985.530000000001,783.665,3.0,3.0,1,0,3,0,0,,SUPPLIER_050,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2024-03-02,ALBARAN_A88598DBAB5F,LINE_07771A799E32,PRODUCT_003,TERMINAL_002,SUPPLIER_050,5000,0.469988,2424.94,470.227,2.0,3.0,1,0,3,0,0,,SUPPLIER_050,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2024-03-02,ALBARAN_A88598DBAB5F,LINE_4B983CB16D58,PRODUCT_003,TERMINAL_002,SUPPLIER_050,5002,0.469988,2425.9100000000003,470.227,2.0,3.0,1,0,3,0,0,,SUPPLIER_050,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2024-03-02,ALBARAN_A88598DBAB5F,LINE_ECBE43367EA4,PRODUCT_003,TERMINAL_002,SUPPLIER_050,12013,0.469988,5826.16,470.227,2.0,3.0,1,0,3,0,0,,SUPPLIER_050,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2025-03-03,ALBARAN_A88598DBAB5F,LINE_0CBDAF1D1C30,PRODUCT_001,TERMINAL_001,SUPPLIER_009,1000,0.92702,942.02,933.59,6.0,5.0,1,2,3,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2025-03-03,ALBARAN_A88598DBAB5F,LINE_07771A799E32,PRODUCT_003,TERMINAL_001,SUPPLIER_009,10000,0.48241,4974.1,487.18,4.0,5.0,1,2,3,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2025-03-03,ALBARAN_A88598DBAB5F,LINE_4B983CB16D58,PRODUCT_002,TERMINAL_001,SUPPLIER_009,5000,0.81422,4146.1,819.09,6.0,5.0,1,2,3,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2026-03-02,ALBARAN_A88598DBAB5F,LINE_0CBDAF1D1C30,PRODUCT_002,TERMINAL_001,SUPPLIER_050,9999,1.13079,11316.77,1193.58,1.0,3.0,1,2,3,0,0,,SUPPLIER_050,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2026-03-02,ALBARAN_A88598DBAB5F,LINE_07771A799E32,PRODUCT_002,TERMINAL_001,SUPPLIER_050,4999,1.13079,5657.820000000001,1193.58,1.0,3.0,1,2,3,0,0,,SUPPLIER_050,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2026-03-02,ALBARAN_A88598DBAB5F,LINE_4B983CB16D58,PRODUCT_002,TERMINAL_001,SUPPLIER_050,998,1.13079,1129.53,1193.58,1.0,3.0,1,2,3,0,0,,SUPPLIER_050,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2026-03-02,ALBARAN_A88598DBAB5F,LINE_ECBE43367EA4,PRODUCT_002,TERMINAL_001,SUPPLIER_050,13002,1.13079,14715.53,1193.58,1.0,3.0,1,2,3,0,0,,SUPPLIER_050,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2027-03-01,ALBARAN_A88598DBAB5F,LINE_0CBDAF1D1C30,PRODUCT_002,TERMINAL_001,SUPPLIER_050,10000,1.163045,11830.45,1169.254,4.0,3.0,1,2,3,0,0,,SUPPLIER_050,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2027-03-01,ALBARAN_A88598DBAB5F,LINE_07771A799E32,PRODUCT_002,TERMINAL_001,SUPPLIER_050,4999,1.163045,5914.04,1169.254,4.0,3.0,1,2,3,0,0,,SUPPLIER_050,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2027-03-01,ALBARAN_A88598DBAB5F,LINE_4B983CB16D58,PRODUCT_002,TERMINAL_001,SUPPLIER_050,3999,1.163045,4731.0,1169.254,4.0,3.0,1,2,3,0,0,,SUPPLIER_050,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2028-02-16,ALBARAN_A88598DBAB5F,LINE_0CBDAF1D1C30,PRODUCT_002,TERMINAL_001,SUPPLIER_009,4999,1.12502,5723.95,1133.92,3.0,2.0,1,4,2,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2028-02-16,ALBARAN_A88598DBAB5F,LINE_07771A799E32,PRODUCT_003,TERMINAL_001,SUPPLIER_009,9998,0.84906,8688.86,851.41,1.0,2.0,1,4,2,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2028-02-16,ALBARAN_A88598DBAB5F,LINE_4B983CB16D58,PRODUCT_001,TERMINAL_001,SUPPLIER_009,1500,1.16002,1770.03,1152.42,1.0,2.0,1,4,2,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2029-03-07,ALBARAN_A88598DBAB5F,LINE_0CBDAF1D1C30,PRODUCT_003,TERMINAL_001,SUPPLIER_009,10001,0.69596,7160.320000000001,,,,0,4,3,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2029-03-07,ALBARAN_A88598DBAB5F,LINE_07771A799E32,PRODUCT_002,TERMINAL_001,SUPPLIER_009,5000,1.00087,5104.35,,,,0,4,3,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2029-03-07,ALBARAN_A88598DBAB5F,LINE_4B983CB16D58,PRODUCT_002,TERMINAL_001,SUPPLIER_009,4999,1.00087,5103.33,,,,0,4,3,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2029-03-07,ALBARAN_A88598DBAB5F,LINE_ECBE43367EA4,PRODUCT_003,TERMINAL_001,SUPPLIER_009,11999,0.69596,8590.800000000001,,,,0,4,3,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2021-05-11,ALBARAN_62841F07938E,LINE_0CBDAF1D1C30,PRODUCT_003,TERMINAL_001,SUPPLIER_013,9789,0.45,4551.89,457.69,3.0,4.0,1,3,5,0,0,,SUPPLIER_013,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2021-05-11,ALBARAN_62841F07938E,LINE_07771A799E32,PRODUCT_003,TERMINAL_001,SUPPLIER_013,5999,0.45,2789.54,457.69,3.0,4.0,1,3,5,0,0,,SUPPLIER_013,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2021-05-11,ALBARAN_62841F07938E,LINE_4B983CB16D58,PRODUCT_003,TERMINAL_001,SUPPLIER_013,6000,0.45,2790.0,457.69,3.0,4.0,1,3,5,0,0,,SUPPLIER_013,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2022-02-12,ALBARAN_62841F07938E,LINE_ECBE43367EA4,PRODUCT_002,TERMINAL_001,SUPPLIER_009,1999,0.80457,1638.3200000000002,810.59,5.0,4.0,1,0,2,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2023-02-19,ALBARAN_62841F07938E,LINE_06CBC590750C,PRODUCT_002,TERMINAL_002,SUPPLIER_009,3001,0.90597,2736.82,878.87,2.0,4.0,1,1,2,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2024-03-02,ALBARAN_62841F07938E,LINE_0CBDAF1D1C30,PRODUCT_002,TERMINAL_001,SUPPLIER_050,10000,0.78379,7887.900000000001,783.665,3.0,3.0,1,0,3,0,0,,SUPPLIER_050,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2024-03-02,ALBARAN_62841F07938E,LINE_07771A799E32,PRODUCT_002,TERMINAL_001,SUPPLIER_050,4899,0.78379,3864.28,783.665,3.0,3.0,1,0,3,0,0,,SUPPLIER_050,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2024-03-02,ALBARAN_62841F07938E,LINE_4B983CB16D58,PRODUCT_001,TERMINAL_001,SUPPLIER_050,6898,0.86699,6014.990000000001,862.976,3.0,3.0,1,0,3,0,0,,SUPPLIER_050,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2024-03-02,ALBARAN_62841F07938E,LINE_ECBE43367EA4,PRODUCT_002,TERMINAL_001,SUPPLIER_050,8099,0.78379,6388.41,783.665,3.0,3.0,1,0,3,0,0,,SUPPLIER_050,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2025-03-03,ALBARAN_62841F07938E,LINE_0CBDAF1D1C30,PRODUCT_002,TERMINAL_001,SUPPLIER_009,9998,0.81422,8290.54,819.09,6.0,5.0,1,2,3,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2025-03-03,ALBARAN_62841F07938E,LINE_07771A799E32,PRODUCT_002,TERMINAL_001,SUPPLIER_009,5001,0.81422,4146.93,819.09,6.0,5.0,1,2,3,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2025-03-03,ALBARAN_62841F07938E,LINE_4B983CB16D58,PRODUCT_003,TERMINAL_001,SUPPLIER_009,12998,0.48241,6465.34,487.18,4.0,5.0,1,2,3,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2025-03-03,ALBARAN_62841F07938E,LINE_ECBE43367EA4,PRODUCT_003,TERMINAL_001,SUPPLIER_009,4935,0.48241,2454.7200000000003,487.18,4.0,5.0,1,2,3,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2026-03-02,ALBARAN_62841F07938E,LINE_0CBDAF1D1C30,PRODUCT_001,TERMINAL_001,SUPPLIER_009,4001,1.24757,4995.530000000001,1327.2399999999998,10.0,5.0,1,2,3,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2027-03-01,ALBARAN_62841F07938E,LINE_0CBDAF1D1C30,PRODUCT_003,TERMINAL_001,SUPPLIER_050,12998,0.871962,11593.72,879.03,1.0,3.0,1,2,3,0,0,,SUPPLIER_050,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2028-02-16,ALBARAN_62841F07938E,LINE_0CBDAF1D1C30,PRODUCT_003,TERMINAL_001,SUPPLIER_009,9995,0.84906,8686.25,851.41,1.0,2.0,1,4,2,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2028-02-16,ALBARAN_62841F07938E,LINE_07771A799E32,PRODUCT_002,TERMINAL_001,SUPPLIER_009,5000,1.12502,5725.1,1133.92,3.0,2.0,1,4,2,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2028-02-16,ALBARAN_62841F07938E,LINE_4B983CB16D58,PRODUCT_003,TERMINAL_001,SUPPLIER_009,4999,0.84906,4344.43,851.41,1.0,2.0,1,4,2,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2028-02-16,ALBARAN_62841F07938E,LINE_ECBE43367EA4,PRODUCT_003,TERMINAL_001,SUPPLIER_009,12005,0.84906,10433.07,851.41,1.0,2.0,1,4,2,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
2029-03-07,ALBARAN_62841F07938E,LINE_0CBDAF1D1C30,PRODUCT_002,TERMINAL_001,SUPPLIER_009,9998,1.00087,10206.66,,,,0,4,3,0,0,,SUPPLIER_009,SOURCE_3EF4FA15DAD7,RUN_F9DD4879EEBD,RUN_060EECAEE61E,2030-02-23T13:50:24Z
